x,y,theta
0.0020594664282912283,0.00012639322959656207,-0.0004617917186467626
0.0020644869673840036,0.00012670315844558685,-0.0004629569635553745
0.002070315936713748,0.0001270205000799121,-0.00046410837589240094
0.002074962948595528,0.00012734106151443547,-0.00046525144776405714
0.0020799834889218445,0.00012765098606181788,-0.00046641665896133725
0.0020858124595667243,0.00012796832274869117,-0.00046756803217858973
0.002090459472732873,0.00012828888054776304,-0.0004687110717745472
0.003971071159131725,8.09954879850877e-05,-0.0007788862102988014
0.009563471328788386,-6.092262466938281e-05,-0.0016814364699378073
0.018837421529390747,-0.00029606303925168854,-0.003096299502734195
0.030320612542241453,-3.1911797099413994e-05,-0.001148608313127802
0.043130052648231484,0.0010994173805591108,0.006141630258562252
0.05725032279509443,0.003184726277219843,0.01876490059961662
0.07272476505593867,0.006385135572792809,0.03704305012622745
0.0895428846221278,0.010865458231619548,0.06107617654099784
0.10758517528321145,0.01677038704366442,0.09080998544636039
0.12664963582176425,0.02419294735019585,0.1258055309309947
0.14567045849341673,0.032467995142628964,0.16180040113978994
0.16438663022583022,0.0414024077280419,0.1977945655131423
0.18283355529731693,0.05094338610089248,0.23369183685281295
0.20180965296261938,0.060468714647169505,0.2685252722066486
0.2211998170478933,0.069878190860089,0.3026831079994881
0.240588110103454,0.0795481705084447,0.3361362548451802
0.2585270977972137,0.09133284248882408,0.36861046560273253
0.2755697168943604,0.10368708580694043,0.4023756339883
0.2917949825705729,0.11659624391805627,0.4386469179403043
0.3077366352029019,0.12997728267099662,0.4743549497616676
0.32226284212016326,0.14400587455496436,0.5124347321733131
0.3360476095688234,0.1587722179428687,0.5508899850447893
0.349633585558799,0.17408600994265783,0.5880772705434334
0.3619913879764273,0.18986401956850676,0.6274502063973492
0.3735209372160494,0.20609871636046714,0.6674977178362979
0.3843974921653405,0.22279332972304058,0.7074868718048344
0.394597313995451,0.23990840645412514,0.7474797643766885
0.4041046562363037,0.25741762952059144,0.7874729280854286
0.4129043131291114,0.275293008858902,0.8274663236152875
0.4209822051351136,0.29350595561147275,0.8674599450781542
0.42832540733537683,0.3120273400325297,0.9074537848572339
0.43492906874452203,0.33082821040321836,0.947436104752
0.44079049774067236,0.3498793555629306,0.9873916351690805
0.44588863268268947,0.3691505048248184,1.0273460298369237
0.45021236756677996,0.3886095951968785,1.0673020413663097
0.4537530187052748,0.40822448988810767,1.1072604139140092
0.45651004085038827,0.4279656508646975,1.1472145696145295
0.4584757241977711,0.4478008231396234,1.1871697264395438
0.4596453030262465,0.46769723326321605,1.2271271796317385
0.4600216568552974,0.48762521824634797,1.267080020527617
0.4596010506585644,0.5075520001497553,1.3070336496391044
0.45838275024278397,0.5274445459805521,1.346989783271286
0.4563730084641897,0.5472735204471989,1.3869409913816189
0.4535721317157562,0.5670060723128888,1.426892922630491
0.44998343025408183,0.5866093757091162,1.4668476868236482
0.44603917080429833,0.606089671278069,1.5042252426590852
0.4414434497090084,0.6254137161588179,1.5410302768817983
0.4361387266280295,0.644554158436398,1.5778390767729766
0.43013320490142326,0.6634863723685551,1.614647932986157
0.4234350309086826,0.6821847234158952,1.6514568043967282
0.4166768448606771,0.7008880027542733,1.6836113298013728
0.41042925408024494,0.7198790644960772,1.7067667395807071
0.4047884050345906,0.7393179813831603,1.7211434921000854
0.40004525527832696,0.7594799289254486,1.7267072994679944
0.3964346204828014,0.7802219241219457,1.7233071250043268
0.3942572127245647,0.8016192777552281,1.7121138240225033
0.3936109047981667,0.823791034102103,1.6944936863258449
0.39453754081738573,0.8467064723720467,1.670901240987832
0.39654944719872154,0.869343625348075,1.64441754551757
0.3995149624484044,0.8914312622876039,1.6159158427408726
0.4034294097893127,0.9129560970153823,1.5855157350195532
0.40827701983080894,0.9338955572214553,1.5533154847479724
0.41400696093657224,0.9542022463925257,1.5193278598923157
0.4206607099464742,0.9738657847825634,1.4837069507162688
0.42822674337049066,0.9928430619099387,1.4465435300840042
0.43603342085361924,1.0112773644901538,1.412757531913752
0.4434506490385576,1.0299087301794863,1.388465410202458
0.450093321321312,1.049205380869179,1.373478162060128
0.4555079476632455,1.0696144380939272,1.3663524903347977
0.4600050469951398,1.0899891667042811,1.3647026520410346
0.46366632432763427,1.1104040650677063,1.3688700942493466
0.46630169508886893,1.1314757349637694,1.381206385411473
0.467502376090039,1.1534156790426895,1.4015458940986714
0.46715386154596483,1.176063136891001,1.4275292990680206
0.4657564242580027,1.1983151859813197,1.4559439877063014
0.463620577916477,1.2193722685148398,1.4839646674501519
0.4607321946525929,1.2395009566797626,1.5128825058893638
0.45692745449208066,1.2590639061446625,1.5437801876234978
0.45241376687112483,1.2783335657313242,1.5753438640598703
0.4472952994911599,1.2974521658355864,1.6069034558831297
0.44220490655847616,1.3166547239335158,1.6340679602487758
0.43775020427855077,1.3362651880305545,1.652761653487566
0.4340469269106467,1.3564482224123888,1.6630925666733338
0.43148581043176615,1.377460585144976,1.664599988005712
0.43021621186580417,1.3990245871228693,1.6575799120908523
0.4302542232455861,1.4211186709701058,1.6436309775216882
0.43182108629297794,1.443937706432573,1.6230828464402376
0.43463587055945657,1.4668524902605924,1.5982291691671833
0.43835257675834927,1.4891851708926838,1.5713512911703251
0.44293349641038343,1.510904714897386,1.5425105071040293
0.44835513805076005,1.5319576988165504,1.5117001697905454
0.45466510275599753,1.5523779037076952,1.479190336817198
0.46183797767646145,1.572062067328388,1.4447524832902419
0.4699279130276297,1.5910186640747692,1.408610690027033
0.4789061401340891,1.6092462137047108,1.3710076450214719
0.48816386429856584,1.6270185802979096,1.3373014662370892
0.49701414138346783,1.645033361240707,1.3133932102327406
0.5053274884973826,1.6634964924945086,1.298925361155651
0.5126924932678897,1.6829289548684374,1.2934786724615754
0.5187498088966516,1.703572600311162,1.2961235979160166
0.5235537318467918,1.7251023248889985,1.3064259574902555
0.5270146847377971,1.7474973355575483,1.324774636896111
0.5289332588462634,1.7706479317497261,1.3484007810715584
0.5297761562027223,1.7934389594510323,1.3745134421112513
0.5295807195180472,1.8157701472912173,1.4027994111266369
0.528347874092497,1.8376265968353547,1.4331358208622544
0.5260840936571438,1.858988459878049,1.4654081055973416
0.5227996032740503,1.8798334624521467,1.499504008589094
0.5185085336047814,1.9001372372264693,1.5353118787991809
0.5139765910399596,1.920034496018891,1.5679421622972494
0.5102092046089692,1.9402390410977344,1.5917250400680656
0.507151031714709,1.9605399883647296,1.6082015845394315
0.5043668941870156,1.9801981167168143,1.621006600794161
0.5013845241731725,1.999748937002947,1.6335027523326409
0.4987703977503212,2.019561952527165,1.6418935984170742
0.497094619456877,2.039857919117889,1.6424217143577793
0.49656274220465235,2.060618753926547,1.634773219247665
0.497374869195067,2.0819341162955625,1.6197372865351638
0.49971272689854757,2.1039593033408326,1.5980357655570472
0.5034132912879039,2.126288681079363,1.571289273654866
0.5079867473188012,2.148024411266287,1.5425192184870877
0.5134035692532675,2.1691084082326517,1.5118228579665363
0.5196717246941218,2.1895127375381533,1.479156562822985
0.5268569616933948,2.2092126660952425,1.4448213402732883
0.5344092447665643,2.2283347717752853,1.4135882897659147
0.541568858271283,2.2476247237009903,1.3917189771757692
0.5478490184460938,2.267674195555504,1.378641584492451
0.5529263873279376,2.288664730672374,1.3729523156143475
0.557203723953925,2.309267673125817,1.3720335537776025
0.5606772900812802,2.329756841271874,1.3769587295209702
0.5631862554010877,2.350870250693041,1.389689423769129
0.564331112232592,2.372665611801783,1.4096506154324016
0.5638778425394356,2.395235708183135,1.435273053206949
0.5623235615705042,2.4175118461392286,1.463568766765913
0.5600105791255746,2.4386984052992196,1.4919123406389
0.556836123940942,2.4591683998629374,1.5217809567564333
0.5527286084349026,2.4790631973406905,1.5535527860121194
0.5477099290422403,2.498369623622954,1.5870995391484872
0.5419563066725317,2.517341367760741,1.621249710922304
0.53616054786625,2.5363592758626603,1.6510077550857314
0.5309396314585018,2.555722045720165,1.6720605345841653
0.5263957985719089,2.5755898458709616,1.6845884156987034
0.522888583964731,2.596252784661419,1.6882248722505273
0.5206301607884958,2.6175267347439326,1.6830196228318888
0.5197275414446821,2.639398804088707,1.6706241215597262
0.5203426809711037,2.6619956921693575,1.6517296372009407
0.5223865428219487,2.68504090158655,1.6274969391878675
0.5253775247445083,2.7075711913033467,1.6010202060336516
0.5292893287348847,2.72952584235635,1.572585508142766
0.5340844370186684,2.7508724563660194,1.5422586204103277
0.5397547039978196,2.7715817677860426,1.5100728658265188
0.5462886102106032,2.791607235186744,1.4760460451935722
0.5537055577605196,2.810928103474013,1.4402639947276166
0.5614427496794214,2.8297198653388063,1.4080593740681668
0.5687059032252333,2.84878865553623,1.3851795875247208
0.5751512181620528,2.8685785030516637,1.3715310966278833
0.5803896035318641,2.889296522740498,1.3654442921706729
0.5847759397016489,2.9096899548588167,1.3644848362681121
0.5885265614086549,2.9294790300272124,1.3668826433448893
0.5917119322170652,2.9495637495155447,1.3737330746695422
0.5938669994888275,2.9703187261086046,1.3882460045015614
0.5946604551108776,2.9917794719235236,1.4100039842386625
0.5938548067783369,3.014002453985123,1.4373739676049202
0.5922034365750503,3.0351727776516837,1.464656339110304
0.5899077150982707,3.055190789618479,1.4922140966106887
0.5867581741766642,3.0747405338737464,1.5215169028408726
0.5830120985349496,3.0941515198114984,1.5509740010237036
0.5786969477393306,3.1134449245691798,1.5804266939973104
0.5744587623992963,3.1328667533267276,1.6056047124987556
0.5709227631317191,3.152748533761578,1.6225374761261695
0.5683230825318872,3.173384523493943,1.630865173724175
0.5669877140638766,3.1948633008213587,1.6303964259122663
0.5668635537819178,3.2168003635560027,1.6225333672480085
0.567838836205769,3.2388385513109017,1.6093652037062067
0.5698249557656496,3.260839560379434,1.5915170195799642
0.573263961359561,3.2834009867439433,1.5672070268675589
0.5776398358791324,3.305546834949109,1.5401070159111925
0.5828222527769088,3.3270107545665932,1.5109113611613303
0.588868714724571,3.347819099519665,1.4798622491668092
0.5952431757334353,3.3678236332189466,1.4514254795609784
0.6011834288437911,3.3871557351393955,1.4286209365493687
0.6071959235125775,3.40594529060307,1.4080244408957845
0.6135954422864524,3.424606622361233,1.3874238922013893
0.6203780381011516,3.443132156093824,1.366823220571146
0.6270227851385021,3.461853556387855,1.3508561989858023
0.6329901630854265,3.4811741678501398,1.343603553513792
0.6378770404276055,3.5014834720876356,1.3450407714127635
0.6414202339057334,3.5228543009659945,1.355079080865465
0.6435946180599126,3.5447823466248294,1.3711359567958672
0.6447860561392867,3.56668866510643,1.3921464355290787
0.6445402573434598,3.5891912232113126,1.4187279313120464
0.6432181058717437,3.611329554927439,1.447728566266004
0.6408850740161299,3.632959300227744,1.4787037392659117
0.6375494612537921,3.654061136145831,1.5115384165658519
0.6339468242126893,3.6745780342794414,1.5415335849079181
0.6311363539597757,3.6952104604511464,1.5626822015190702
0.6290512405651484,3.71559071117428,1.5766969119212075
0.6269448232293071,3.7355686453248174,1.5891212786395257
0.6245891219482314,3.755516483809227,1.6015578512927044
0.6226508418427685,3.775649205577614,1.6097703939585648
0.6217036794322278,3.7961138328469035,1.6102917268512433
0.6218830046938023,3.816977011258082,1.6031821247512454
0.6233641852452317,3.8383437015313633,1.5892584249927237
0.6261182194049958,3.8600300312799756,1.5696157326169478
0.6300066360765253,3.8817746468903005,1.5452701952888324
0.6349334670204483,3.903274616241813,1.5171743014799628
0.6407057727315166,3.924107942460179,1.48719599169407
0.6473113994586214,3.9442288286752842,1.4551682521109996
0.6548452327163392,3.96364076468184,1.4214088946378727
0.6627009236661401,3.9824360498185487,1.3910371121906964
0.6700612790180591,4.001533344738687,1.3700295327106844
0.6764357844324344,4.021506303741438,1.3576793094979354
0.6817994677373077,4.041748790742253,1.3515681418192858
0.6863996508091578,4.061985801862785,1.351754650723411
0.6900628052291686,4.082937652991503,1.3600745598485797
0.6924408916533429,4.104821731358417,1.3764039025811017
0.693312922480964,4.127530096451238,1.3992990689544784
0.6929355993458588,4.150263295680169,1.4256971191071193
0.6915534132807906,4.17249636513037,1.454203355394078
0.6894329470310466,4.193478529219848,1.4819997688033855
0.6869176708035475,4.213192872043429,1.5087291838652064
0.6837887550593992,4.232743363329808,1.5358907892007083
0.6800902323854591,4.252141820215475,1.5632875260916785
0.6758600918976105,4.2714303282342945,1.590689563296641
0.671739912084131,4.290883843467517,1.6137881802997847
0.6683752916929394,4.310868847527032,1.6285715547926756
0.6660806563832229,4.331727151902154,1.634530219639383
0.6650812995278024,4.353239180250046,1.632160046778995
0.6649924558608169,4.374570112824459,1.6247995142449778
0.6657367548759957,4.395718921217535,1.612668309466951
0.6677902469579392,4.417392336692825,1.593686788284533
0.6713516903353094,4.439679323718797,1.5683341799643433
0.6758754398628063,4.461565149441032,1.5402109323229936
0.6812305539040382,4.482793041974985,1.510090728435987
0.687043135576905,4.5027978444868575,1.480874376349013
0.6928087814167929,4.521782374996212,1.4555481839301676
0.6989658836057714,4.5405304619032565,1.4307468810781303
0.7055862395251259,4.559120042662628,1.4059450201630996
0.712102345749105,4.577864978373775,1.385804453066472
0.7179415036202816,4.59716628483629,1.374502518941796
0.722692065383586,4.6174680585678045,1.372134502652656
0.7261631144349076,4.638643801431844,1.3774978645621947
0.7286597019539426,4.659453445062878,1.3870288226420222
0.7303161222402063,4.680016074762093,1.401729923112768
0.7306121981108755,4.701180576980874,1.4226510488848698
0.729833440086723,4.722105122222693,1.4467500105023505
0.7281267819450685,4.742478334388717,1.4731133094704332
0.7254947472790498,4.762289106572164,1.5016201303521437
0.7228135401458001,4.781942385975773,1.5266243097489014
0.7211733891204666,4.801960380577672,1.5421924219509877
0.7206298107580931,4.822280454911817,1.549133787712204
0.7205286072015429,4.8423028718503085,1.5525116390353961
0.7203400704093527,4.8623605419188305,1.5559987661948105
0.7206741669458593,4.882681326046323,1.5555796718827453
0.7223077715449616,4.903613136272782,1.5469852417308176
0.7248159751893316,4.9242689362937115,1.534124016607573
0.7279772620620254,4.9442263195688225,1.518716473192975
0.7317541797179266,4.96363702899103,1.501384617154021
0.7352747555560284,4.9833051862828075,1.488121755434714
0.7383504546695675,5.00290851562941,1.4790669223252826
0.7415862134583598,5.022470140840241,1.4700939482650812
0.7449976667908231,5.042001900963301,1.461120547917689
0.7485843120998584,5.061502249784196,1.452146903948331
0.7517788028855301,5.081394962807495,1.4472615309039965
0.7539108123840773,5.101905624218757,1.4497413516364301
0.7554479052722403,5.121946018411562,1.455251122617178
